,YEAR,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,VOTES,ELECTORS,VOTERS,VALID VOTES,TURNOUT,PREDICTED WINNER
20503,2011,MODAKKURICHI,10  DURAISAMY V.S,N,IND,M,540,187832,153147,153092,0.8153403041015376,N
20504,2011,MODAKKURICHI,KANAGARAJ K,N,IND,M,529,187832,153147,153092,0.8153403041015376,N
20505,2011,MODAKKURICHI,12  THANGAVELU P.S,N,IND,M,428,187832,153147,153092,0.8153403041015376,N
20505,2011,MODAKKURICHI,12  THANGAVELU P.S,N,IND,M,428,187832,153147,153092,0.8153403041015376,N
20506,2011,MODAKKURICHI,13  KATHIRVEL K.K,N,IND,M,403,187832,153147,153092,0.8153403041015376,N
20507,2011,MODAKKURICHI,14  SIVAKUMAR S,N,IND,M,296,187832,153147,153092,0.8153403041015376,N
20507,2011,MODAKKURICHI,14  SIVAKUMAR S,N,IND,M,296,187832,153147,153092,0.8153403041015376,N
20508,2011,DHARAPURAM,1 PONNUSAMY.K,W,ADMK,M,83856,205145,162499,162248,0.7921177703575519,N
20509,2011,DHARAPURAM,2 JAYANTHI.R,N,DMK,F,68831,205145,162499,162248,0.7921177703575519,N
20510,2011,DHARAPURAM,3 KARUNAKARAN.P,N,BJP,M,3353,205145,162499,162248,0.7921177703575519,N
20511,2011,DHARAPURAM,4 RAJESH.R,N,IND,M,2882,205145,162499,162248,0.7921177703575519,N
20511,2011,DHARAPURAM,4 RAJESH.R,N,IND,M,2882,205145,162499,162248,0.7921177703575519,N
20512,2011,DHARAPURAM,5 ARUMUGAM.S,N,BSP,M,1378,205145,162499,162248,0.7921177703575519,N
20512,2011,DHARAPURAM,5 ARUMUGAM.S,N,BSP,M,1378,205145,162499,162248,0.7921177703575519,W
20513,2011,DHARAPURAM,6 SUNDRARASU.A,N,IND,M,1159,205145,162499,162248,0.7921177703575519,N
20514,2011,DHARAPURAM,7 DORAISAMY.D,N,IND,M,789,205145,162499,162248,0.7921177703575519,N
20515,2011,KANGAYAM,1 NATARAJ.NSN,W,ADMK,M,96005,193597,158410,158338,0.8182461505085306,N
20516,2011,KANGAYAM,2 VIDEYAL SEKAR.S.,N,INC,M,54240,193597,158410,158338,0.8182461505085306,N
20517,2011,KANGAYAM,3 PONNUSAMY.C.,N,BJP,M,1884,193597,158410,158338,0.8182461505085306,N
20518,2011,KANGAYAM,4 RAJAMANICKAM.N.,N,IND,M,1802,193597,158410,158338,0.8182461505085306,N
20518,2011,KANGAYAM,4 RAJAMANICKAM.N.,N,IND,M,1802,193597,158410,158338,0.8182461505085306,N
20519,2011,KANGAYAM,5 PERIYASAMY.P.K.,N,IND,M,1165,193597,158410,158338,0.8182461505085306,W
20520,2011,KANGAYAM,6 PERUMAL.K.,N,BSP,M,1129,193597,158410,158338,0.8182461505085306,N
20521,2011,KANGAYAM,7 KRISHNAMOORTHI.V.,N,IND,M,525,193597,158410,158338,0.8182461505085306,N
20522,2011,KANGAYAM,8 RAMASAMY.R.,N,IND,M,464,193597,158410,158338,0.8182461505085306,N
20522,2011,KANGAYAM,8 RAMASAMY.R.,N,IND,M,464,193597,158410,158338,0.8182461505085306,N
20523,2011,KANGAYAM,9 CHELLAMUTHU P,N,IND,M,427,193597,158410,158338,0.8182461505085306,N
20524,2011,KANGAYAM,10  SUKUMARAN.N.,N,IND,M,388,193597,158410,158338,0.8182461505085306,N
20525,2011,KANGAYAM,MANI.M.R.,N,IND,M,309,193597,158410,158338,0.8182461505085306,N
20526,2011,PERUNDURAI,1 VENKATACHALAM.N.D,W,ADMK,M,89960,178269,149705,149561,0.8397702348697754,N
20526,2011,PERUNDURAI,1 VENKATACHALAM.N.D,W,ADMK,M,89960,178269,149705,149561,0.8397702348697754,W
20527,2011,PERUNDURAI,2 KKC BALU,N,KNMK,M,47793,178269,149705,149561,0.8397702348697754,N
20528,2011,PERUNDURAI,3 ANBAZHAGAN.G,N,BSP,M,2033,178269,149705,149561,0.8397702348697754,W
20529,2011,PERUNDURAI,4 ANTONY PETER.L,N,IND,M,1464,178269,149705,149561,0.8397702348697754,N
20530,2011,PERUNDURAI,5 ARUMUGAM.K,N,JD(U),M,1371,178269,149705,149561,0.8397702348697754,N
20531,2011,PERUNDURAI,6 TAMILARASU.P,N,IND,M,1026,178269,149705,149561,0.8397702348697754,N
20532,2011,PERUNDURAI,7 VENKATACHALAM.N.P,N,IND,M,925,178269,149705,149561,0.8397702348697754,N
20533,2011,PERUNDURAI,8 THANGAMUTHU.T.V,N,IND,M,845,178269,149705,149561,0.8397702348697754,N
20534,2011,PERUNDURAI,9 RAJU.P,N,IND,M,823,178269,149705,149561,0.8397702348697754,W
20535,2011,PERUNDURAI,10  TAMILSELVAN.M,N,IJK,M,779,178269,149705,149561,0.8397702348697754,N
20535,2011,PERUNDURAI,10  TAMILSELVAN.M,N,IJK,M,779,178269,149705,149561,0.8397702348697754,N
20536,2011,PERUNDURAI,KANDASAMY.K,N,IND,M,672,178269,149705,149561,0.8397702348697754,N
20537,2011,PERUNDURAI,12  RANI.A,N,UMK,F,529,178269,149705,149561,0.8397702348697754,N
20538,2011,PERUNDURAI,13  SELVAN.N,N,IND,M,500,178269,149705,149561,0.8397702348697754,N
20539,2011,PERUNDURAI,14  SRIMATHI.S,N,LSP,F,435,178269,149705,149561,0.8397702348697754,N
20540,2011,PERUNDURAI,15  SUBRAMANIAM.P.C,N,IND,M,406,178269,149705,149561,0.8397702348697754,N
20541,2011,BHAVANI,1 NARAYANAN.P.G,W,ADMK,M,87121,196163,160504,160496,0.8182175027910462,N
20542,2011,BHAVANI,2MAHENDRAN.K.S,N,PMK,M,59080,196163,160504,160496,0.8182175027910462,W
20543,2011,BHAVANI,3 SHITHI VINAYAGAN.K.A,N,BJP,M,3432,196163,160504,160496,0.8182175027910462,W
20544,2011,BHAVANI,4 KUMAR.M,N,LSP,M,1534,196163,160504,160496,0.8182175027910462,N
20545,2011,BHAVANI,5 VENKATACHALAM.K,N,IND,M,1325,196163,160504,160496,0.8182175027910462,N
20546,2011,BHAVANI,6 SATHIYA D,N,IND,F,1270,196163,160504,160496,0.8182175027910462,N
20547,2011,BHAVANI,7 SARAVANAN.K,N,IND,M,1236,196163,160504,160496,0.8182175027910462,N
20547,2011,BHAVANI,7 SARAVANAN.K,N,IND,M,1236,196163,160504,160496,0.8182175027910462,N
20548,2011,BHAVANI,8 THANGARASU.S,N,BSP,M,1065,196163,160504,160496,0.8182175027910462,N
20549,2011,BHAVANI,9 ANANTHAMOORTHY.S,N,IND,M,980,196163,160504,160496,0.8182175027910462,N
20550,2011,BHAVANI,10  RAVI.A,N,IND,M,954,196163,160504,160496,0.8182175027910462,N
20550,2011,BHAVANI,10  RAVI.A,N,IND,M,954,196163,160504,160496,0.8182175027910462,N
20551,2011,BHAVANI,PALANISAMY.M,N,IND,M,904,196163,160504,160496,0.8182175027910462,N
20552,2011,BHAVANI,12  SELVARAJ.M,N,IND,M,677,196163,160504,160496,0.8182175027910462,N
20553,2011,BHAVANI,13  SELLAMUTHU.K,N,IND,M,475,196163,160504,160496,0.8182175027910462,N
20554,2011,BHAVANI,14  SELLAVEL.B.A,N,IND,M,443,196163,160504,160496,0.8182175027910462,N
20555,2011,ANTHIYUR,1 RAMANITHARAN.S.S,W,ADMK,M,78496,173681,143004,142922,0.823371583535332,N
20555,2011,ANTHIYUR,1 RAMANITHARAN.S.S,W,ADMK,M,78496,173681,143004,142922,0.823371583535332,W
20556,2011,ANTHIYUR,2 RAAJA.N.K.K.P,N,DMK,M,53242,173681,143004,142922,0.823371583535332,N
20557,2011,ANTHIYUR,3 PONGIYIA GOUNDER.K,N,IND,M,2269,173681,143004,142922,0.823371583535332,N
20558,2011,ANTHIYUR,4 BARGUNAN A.P.S,N,BJP,M,1988,173681,143004,142922,0.823371583535332,W
20559,2011,ANTHIYUR,5 SHEIKDAVOOD.A.M,N,IND,M,1528,173681,143004,142922,0.823371583535332,N
20560,2011,ANTHIYUR,6 VELUMANI.A,N,UMK,M,1493,173681,143004,142922,0.823371583535332,N
20560,2011,ANTHIYUR,6 VELUMANI.A,N,UMK,M,1493,173681,143004,142922,0.823371583535332,N
20561,2011,ANTHIYUR,7 PARAMASIVAN.A,N,BSP,M,1132,173681,143004,142922,0.823371583535332,N
20562,2011,ANTHIYUR,8 VADIVEL.K,N,IND,M,556,173681,143004,142922,0.823371583535332,N
20563,2011,ANTHIYUR,CHINNAPONNU,N,IND,M,544,173681,143004,142922,0.823371583535332,N
20564,2011,ANTHIYUR,10  SAKTHIVEL.G,N,IND,M,511,173681,143004,142922,0.823371583535332,N
20565,2011,ANTHIYUR,CHANDRAKUMAR.S,N,IND,M,439,173681,143004,142922,0.823371583535332,N
20566,2011,ANTHIYUR,12  ANANDHAN.S,N,IND,M,406,173681,143004,142922,0.823371583535332,N
20567,2011,ANTHIYUR,13  ESWARAN.P,N,IND,M,318,173681,143004,142922,0.823371583535332,N
20568,2011,GOBICHETTIPALAYAM,1 SENGOTTAIYAN K.A,W,ADMK,M,94872,209023,174438,174184,0.8345397396458762,N
20569,2011,GOBICHETTIPALAYAM,2 SIVARAJ.N.S,N,KNMK,M,52960,209023,174438,174184,0.8345397396458762,N
20570,2011,GOBICHETTIPALAYAM,3 VENKATACHALAM C.S,N,IND,M,10095,209023,174438,174184,0.8345397396458762,W
20570,2011,GOBICHETTIPALAYAM,3 VENKATACHALAM C.S,N,IND,M,10095,209023,174438,174184,0.8345397396458762,N
20571,2011,GOBICHETTIPALAYAM,4 SENNAYYAN.N,N,BJP,M,3408,209023,174438,174184,0.8345397396458762,N
20572,2011,GOBICHETTIPALAYAM,5 RAVISEKARAN.R,N,IND,M,2349,209023,174438,174184,0.8345397396458762,N
20573,2011,GOBICHETTIPALAYAM,6MOHANRAJ.K,N,IND,M,2122,209023,174438,174184,0.8345397396458762,N
20574,2011,GOBICHETTIPALAYAM,7 KANNAPPAN.G.S,N,BSP,M,2009,209023,174438,174184,0.8345397396458762,N
20575,2011,GOBICHETTIPALAYAM,8 ANBALAGAN.P,N,IND,M,1085,209023,174438,174184,0.8345397396458762,N
20576,2011,GOBICHETTIPALAYAM,9 SIVAKUMAR.N,N,UMK,M,1072,209023,174438,174184,0.8345397396458762,N
20577,2011,GOBICHETTIPALAYAM,10 MOORTHY.A,N,IND,M,766,209023,174438,174184,0.8345397396458762,N
20577,2011,GOBICHETTIPALAYAM,10 MOORTHY.A,N,IND,M,766,209023,174438,174184,0.8345397396458762,N
20578,2011,GOBICHETTIPALAYAM,SENGOTTAIAN.K,N,IND,M,764,209023,174438,174184,0.8345397396458762,W
20579,2011,GOBICHETTIPALAYAM,12  JAYARAM.M,N,IJK,M,756,209023,174438,174184,0.8345397396458762,N
20580,2011,GOBICHETTIPALAYAM,13 MARIMUTHU.M,N,IND,M,709,209023,174438,174184,0.8345397396458762,N
20581,2011,GOBICHETTIPALAYAM,14  KUMAR.V,N,IND,M,631,209023,174438,174184,0.8345397396458762,N
20581,2011,GOBICHETTIPALAYAM,14  KUMAR.V,N,IND,M,631,209023,174438,174184,0.8345397396458762,N
20582,2011,GOBICHETTIPALAYAM,15  ANNAKODI.S,N,IND,F,586,209023,174438,174184,0.8345397396458762,N
20583,2011,BHAVANISAGAR,1 SUNDARAM P.L,W,CPI,M,82890,199502,163657,163511,0.8203276157632505,W
20584,2011,BHAVANISAGAR,2 LOGESWARI R,N,DMK,F,63487,199502,163657,163511,0.8203276157632505,N
20585,2011,BHAVANISAGAR,3 PALANISWAMI R,N,BJP,M,4440,199502,163657,163511,0.8203276157632505,N
20586,2011,BHAVANISAGAR,4 JAYARAMAN.J,N,IND,M,2848,199502,163657,163511,0.8203276157632505,N
20587,2011,BHAVANISAGAR,5 ARUMUGAM.S.R,N,BSP,M,2287,199502,163657,163511,0.8203276157632505,W
20588,2011,BHAVANISAGAR,6MURUGAN.M,N,IND,M,1969,199502,163657,163511,0.8203276157632505,W
20589,2011,BHAVANISAGAR,7 GOPAL B,N,IND,M,1709,199502,163657,163511,0.8203276157632505,W
20590,2011,BHAVANISAGAR,8 PALANISAMY.N,N,IND,M,1194,199502,163657,163511,0.8203276157632505,W
20591,2011,BHAVANISAGAR,9MURUGAN P,N,IND,M,1067,199502,163657,163511,0.8203276157632505,W
20592,2011,BHAVANISAGAR,10 MURUGAN.K,N,IND,M,895,199502,163657,163511,0.8203276157632505,W
20593,2011,BHAVANISAGAR,SANTHAKUMARI.R,N,IND,F,725,199502,163657,163511,0.8203276157632505,W
20594,2011,UDHAGAMANDALAM,1 BUDHICHANDHIRAN,W,ADMK,M,61605,172086,122685,122675,0.7129284195111747,W
20594,2011,UDHAGAMANDALAM,1 BUDHICHANDHIRAN,W,ADMK,M,61605,172086,122685,122675,0.7129284195111747,W
20595,2011,UDHAGAMANDALAM,2 GANESH.R,N,INC,M,54060,172086,122685,122675,0.7129284195111747,W
20596,2011,UDHAGAMANDALAM,3 KUMARAN.B,N,BJP,M,2716,172086,122685,122675,0.7129284195111747,W
20597,2011,UDHAGAMANDALAM,4 SELVARAJ.D,N,IND,M,1743,172086,122685,122675,0.7129284195111747,W
20598,2011,UDHAGAMANDALAM,5 INTHIRA RAJ.J,N,IND,M,590,172086,122685,122675,0.7129284195111747,W
20599,2011,UDHAGAMANDALAM,6 KUTTY KRISHNAN,N,IND,M,508,172086,122685,122675,0.7129284195111747,W
20600,2011,UDHAGAMANDALAM,7 SETHUMADHAVAN.M.C,N,BSP,M,485,172086,122685,122675,0.7129284195111747,W
20600,2011,UDHAGAMANDALAM,7 SETHUMADHAVAN.M.C,N,BSP,M,485,172086,122685,122675,0.7129284195111747,N
20601,2011,UDHAGAMANDALAM,8 GANESHAN.R,N,IND,M,282,172086,122685,122675,0.7129284195111747,W
20602,2011,UDHAGAMANDALAM,9 SURESH KUMAR.B,N,IND,M,280,172086,122685,122675,0.7129284195111747,W
20603,2011,UDHAGAMANDALAM,10  GANESH.R,N,IND,M,226,172086,122685,122675,0.7129284195111747,W
20604,2011,UDHAGAMANDALAM,CHANDRAN.M,N,IND,M,180,172086,122685,122675,0.7129284195111747,W
20605,2011,GUDALUR,1 THIRAVIDAMANI.M,W,DMK,M,66871,159402,114316,113985,0.7171553681886049,W
20605,2011,GUDALUR,1 THIRAVIDAMANI.M,W,DMK,M,66871,159402,114316,113985,0.7171553681886049,W
20606,2011,GUDALUR,2 SELVARAJ.S,N,DMDK,M,39497,159402,114316,113985,0.7171553681886049,W
20607,2011,GUDALUR,3 ANBARASAN.D,N,BJP,M,3741,159402,114316,113985,0.7171553681886049,W
20608,2011,GUDALUR,4 VISWANATHAN.S,N,IND,M,2288,159402,114316,113985,0.7171553681886049,W
20608,2011,GUDALUR,4 VISWANATHAN.S,N,IND,M,2288,159402,114316,113985,0.7171553681886049,N
20609,2011,GUDALUR,5 SENTHILKUMAR .K,N,IND,M,1588,159402,114316,113985,0.7171553681886049,W
20610,2011,COONOOR,1 RAMACHANDRAN.K,W,DMK,M,61302,165620,121250,121015,0.7320975727569135,W
20611,2011,COONOOR,2 BELLIE.A,N,CPI,M,52010,165620,121250,121015,0.7320975727569135,W
20612,2011,COONOOR,3 ALWAS.M,N,BJP,M,3040,165620,121250,121015,0.7320975727569135,W
20613,2011,COONOOR,4 ABDUL WAHAB,N,IND,M,1231,165620,121250,121015,0.7320975727569135,W
20614,2011,COONOOR,5 JOTHILINGAM. R,N,IND,M,871,165620,121250,121015,0.7320975727569135,W
20615,2011,COONOOR,6MATHIVANAN.V,N,IND,M,803,165620,121250,121015,0.7320975727569135,W
20615,2011,COONOOR,6MATHIVANAN.V,N,IND,M,803,165620,121250,121015,0.7320975727569135,N
20616,2011,COONOOR,7 LEON GERALD THILAK.M. G.,N,BSP,M,798,165620,121250,121015,0.7320975727569135,W
20616,2011,COONOOR,7 LEON GERALD THILAK.M. G.,N,BSP,M,798,165620,121250,121015,0.7320975727569135,N
20617,2011,COONOOR,8 ESAKKIMUTHU. V,N,IND,M,612,165620,121250,121015,0.7320975727569135,W
20618,2011,COONOOR,9 LENIN. N,N,IJK,M,348,165620,121250,121015,0.7320975727569135,W
20619,2011,METTUPPALAYAM,1 CHINNARAJ O K,W,ADMK,M,93700,211799,171946,171836,0.8118357499327192,W
20620,2011,METTUPPALAYAM,2 ARUNKUMAR B,N,DMK,M,67925,211799,171946,171836,0.8118357499327192,W
20621,2011,METTUPPALAYAM,3 NANDHAKUMAR K R,N,BJP,M,5647,211799,171946,171836,0.8118357499327192,W
20622,2011,METTUPPALAYAM,4 JANAKI RAMAN R,N,CPI(ML)(L),M,1433,211799,171946,171836,0.8118357499327192,W
20623,2011,METTUPPALAYAM,5 RAVICHANDRAN B,N,IND,M,1382,211799,171946,171836,0.8118357499327192,W
20624,2011,METTUPPALAYAM,6 KUMAR P,N,IND,M,708,211799,171946,171836,0.8118357499327192,W
20625,2011,METTUPPALAYAM,7 GANDHI KUMAR S A,N,UMK,M,647,211799,171946,171836,0.8118357499327192,W
20626,2011,METTUPPALAYAM,8 RAJENDRAN S,N,IJK,M,394,211799,171946,171836,0.8118357499327192,W
20627,2011,AVANASHI,1 KARUPPASAMY.M.A.,W,ADMK,M,103002,192750,154774,154654,0.8029779507133593,W
20628,2011,AVANASHI,2 NATARAJAN.A.R.,N,INC,M,41591,192750,154774,154654,0.8029779507133593,W
20629,2011,AVANASHI,3 RANGASAMY.R.,N,BJP,M,5405,192750,154774,154654,0.8029779507133593,W
20630,2011,AVANASHI,4 JAYA.V.,N,IND,F,2798,192750,154774,154654,0.8029779507133593,W
20630,2011,AVANASHI,4 JAYA.V.,N,IND,F,2798,192750,154774,154654,0.8029779507133593,N
20631,2011,AVANASHI,5MOORTHY.R.,N,IND,M,1858,192750,154774,154654,0.8029779507133593,W
20632,2011,TIRUPPUR (NORTH),1 ANANDAN.M.S.M,W,ADMK,M,113640,216324,160925,160907,0.7439072872173221,W
20632,2011,TIRUPPUR (NORTH),1 ANANDAN.M.S.M,W,ADMK,M,113640,216324,160925,160907,0.7439072872173221,W
20633,2011,TIRUPPUR (NORTH),2 GOVINDASAMY. C,N,DMK,M,40369,216324,160925,160907,0.7439072872173221,W
20634,2011,TIRUPPUR (NORTH),3 PARTHIBAN A,N,BJP,M,3009,216324,160925,160907,0.7439072872173221,W
20635,2011,TIRUPPUR (NORTH),4 KRISHNASAMY P,N,IND,M,1595,216324,160925,160907,0.7439072872173221,W
20636,2011,TIRUPPUR (NORTH),5MURUGESAN D,N,IND,M,847,216324,160925,160907,0.7439072872173221,W
20636,2011,TIRUPPUR (NORTH),5MURUGESAN D,N,IND,M,847,216324,160925,160907,0.7439072872173221,N
20637,2011,TIRUPPUR (NORTH),6 SENTHILKUMAR S,N,BSP,M,366,216324,160925,160907,0.7439072872173221,W
20638,2011,TIRUPPUR (NORTH),7 SIVAKUMAR. K. R.,N,IND,M,349,216324,160925,160907,0.7439072872173221,W
20639,2011,TIRUPPUR (NORTH),8 CHANDRASEKAR. P,N,LSP,M,342,216324,160925,160907,0.7439072872173221,W
20640,2011,TIRUPPUR (NORTH),9 SAKTHIVEL P,N,IND,M,213,216324,160925,160907,0.7439072872173221,W
20640,2011,TIRUPPUR (NORTH),9 SAKTHIVEL P,N,IND,M,213,216324,160925,160907,0.7439072872173221,N
20641,2011,TIRUPPUR (NORTH),10  SAKTHIVEL. C,N,IND,M,177,216324,160925,160907,0.7439072872173221,W
20642,2011,TIRUPPUR (SOUTH),1 THANGAVEL.K,W,CPM,M,75424,167927,122451,122375,0.7291918512210663,W
20643,2011,TIRUPPUR (SOUTH),2 SENTHILKUMAR K,N,INC,M,37121,167927,122451,122375,0.7291918512210663,W
20644,2011,TIRUPPUR (SOUTH),3 POINTMANI N,N,BJP,M,4397,167927,122451,122375,0.7291918512210663,W
20645,2011,TIRUPPUR (SOUTH),4MOHMEDAMANULLA.M,N,SDPI,M,2645,167927,122451,122375,0.7291918512210663,W
20646,2011,TIRUPPUR (SOUTH),5MASWOOTH L.M,N,IND,M,944,167927,122451,122375,0.7291918512210663,W
20647,2011,TIRUPPUR (SOUTH),6 PONNUSWAMY. R,N,IND,M,415,167927,122451,122375,0.7291918512210663,W
20648,2011,TIRUPPUR (SOUTH),7 PALANESAMIM.N,N,IND,M,362,167927,122451,122375,0.7291918512210663,W
20649,2011,TIRUPPUR (SOUTH),8 SIVANANTHAM K.R.,N,IJK,M,361,167927,122451,122375,0.7291918512210663,W
20649,2011,TIRUPPUR (SOUTH),8 SIVANANTHAM K.R.,N,IJK,M,361,167927,122451,122375,0.7291918512210663,N
20650,2011,TIRUPPUR (SOUTH),9 VICTORMANOVA L,N,BSP,M,227,167927,122451,122375,0.7291918512210663,W
20651,2011,TIRUPPUR (SOUTH),10  AHAMEDMUSTHAFA.M,N,IND,M,215,167927,122451,122375,0.7291918512210663,W
20652,2011,TIRUPPUR (SOUTH),KRISHNASAMY.P,N,IND,M,135,167927,122451,122375,0.7291918512210663,W
20653,2011,TIRUPPUR (SOUTH),12  SURESHKUMAR.G,N,IND,M,129,167927,122451,122375,0.7291918512210663,W
20654,2011,PALLADAM,1 PARAMASIVAM.K.P,W,ADMK,M,118140,228611,176976,176910,0.7741359777088591,W
20655,2011,PALLADAM,2 BALASUBRAMANIAN.K,N,KNMK,M,48364,228611,176976,176910,0.7741359777088591,W
20655,2011,PALLADAM,2 BALASUBRAMANIAN.K,N,KNMK,M,48364,228611,176976,176910,0.7741359777088591,N
20656,2011,PALLADAM,3 SHANMUGA SUNDARAM.M,N,BJP,M,4423,228611,176976,176910,0.7741359777088591,W
20657,2011,PALLADAM,4 ANNADURAI.A,N,IND,M,2693,228611,176976,176910,0.7741359777088591,W
20658,2011,PALLADAM,5 ANNADURAI.R,N,IND,M,1819,228611,176976,176910,0.7741359777088591,W
20659,2011,PALLADAM,6 SENTHILMURUGAN.M,N,IND,M,1471,228611,176976,176910,0.7741359777088591,W
20660,2011,SULUR,1 THINAKARAN K,W,DMDK,M,88680,211574,169639,169588,0.801795116602229,W
20661,2011,SULUR,2 ESWARAN E R,N,KNMK,M,59148,211574,169639,169588,0.801795116602229,W
20662,2011,SULUR,3 DHINAKARAN K,N,IND,M,7285,211574,169639,169588,0.801795116602229,W
20663,2011,SULUR,4 SENTHILKUMAR K,N,BJP,M,4353,211574,169639,169588,0.801795116602229,W
20664,2011,SULUR,5 KARTHIKEYAN PON,N,IND,M,3053,211574,169639,169588,0.801795116602229,W
20665,2011,SULUR,6MARIAPPAN DRM,N,IND,M,2205,211574,169639,169588,0.801795116602229,W
20665,2011,SULUR,6MARIAPPAN DRM,N,IND,M,2205,211574,169639,169588,0.801795116602229,N
20666,2011,SULUR,7 JEROLD AMALAJOTHI I,N,IND,M,1315,211574,169639,169588,0.801795116602229,W
20667,2011,SULUR,8 THANGAVELU C,N,IND,M,1281,211574,169639,169588,0.801795116602229,W
20668,2011,SULUR,9 ABDUL HAKKIM P,N,BSP,M,1064,211574,169639,169588,0.801795116602229,W
20669,2011,SULUR,10  THANGAMUTHU S,N,IND,M,765,211574,169639,169588,0.801795116602229,W
20670,2011,SULUR,RAJA A C,N,IND,M,439,211574,169639,169588,0.801795116602229,W
20671,2011,KAVUNDAMPALAYAM,1 ARUKUTTY V C,W,ADMK,M,137058,294632,217050,216785,0.7366816910586765,W
20672,2011,KAVUNDAMPALAYAM,2 SUBRAMANIAN T P,N,DMK,M,67798,294632,217050,216785,0.7366816910586765,W
20673,2011,KAVUNDAMPALAYAM,3 NANDAKUMAR R,N,BJP,M,6175,294632,217050,216785,0.7366816910586765,W
20673,2011,KAVUNDAMPALAYAM,3 NANDAKUMAR R,N,BJP,M,6175,294632,217050,216785,0.7366816910586765,N
20674,2011,KAVUNDAMPALAYAM,4 GANESAN D,N,IND,M,1749,294632,217050,216785,0.7366816910586765,W
20675,2011,KAVUNDAMPALAYAM,5 VASANTHAKUMAR D,N,IND,M,1436,294632,217050,216785,0.7366816910586765,W
20676,2011,KAVUNDAMPALAYAM,6 VISHWANATHAN V,N,LSP,M,1331,294632,217050,216785,0.7366816910586765,W
20677,2011,KAVUNDAMPALAYAM,7 PARTHIPAN P,N,JMM,M,654,294632,217050,216785,0.7366816910586765,W
20678,2011,KAVUNDAMPALAYAM,8 KUMANAN R,N,IND,M,584,294632,217050,216785,0.7366816910586765,W
20679,2011,COIMBATORE (NORTH),1MALARAVAN T.,W,ADMK,M,93276,221863,155338,155282,0.7001527969963446,W
20680,2011,COIMBATORE (NORTH),2 VEERAGOPALM.,N,DMK,M,53178,221863,155338,155282,0.7001527969963446,W
20681,2011,COIMBATORE (NORTH),3 SUBBIAN G.M.,N,BJP,M,4910,221863,155338,155282,0.7001527969963446,W
20682,2011,COIMBATORE (NORTH),4 DURAIRAJ K,N,LSP,M,1887,221863,155338,155282,0.7001527969963446,W
20683,2011,COIMBATORE (NORTH),5 SATHISH KUMAR T,N,UMK,M,975,221863,155338,155282,0.7001527969963446,W
20684,2011,COIMBATORE (NORTH),6 SAMINATHANM.S.,N,IND,M,748,221863,155338,155282,0.7001527969963446,W
20685,2011,COIMBATORE (NORTH),7 PUSHPANANTHAM V,N,BSP,M,308,221863,155338,155282,0.7001527969963446,W
20686,2011,THONDAMUTHUR,1 VELUMANI S P,W,ADMK,M,99886,213185,160248,160085,0.7516851560850905,W
20687,2011,THONDAMUTHUR,2 KANDASWAMYM N,N,INC,M,46683,213185,160248,160085,0.7516851560850905,W
20688,2011,THONDAMUTHUR,3 SHRIDHARMURTHY A,N,BJP,M,5581,213185,160248,160085,0.7516851560850905,W
20689,2011,THONDAMUTHUR,4 UMMAR KATHAP TM,N,SDPI,M,4519,213185,160248,160085,0.7516851560850905,W
20690,2011,THONDAMUTHUR,KANNAMMAL,N,LSP,F,932,213185,160248,160085,0.7516851560850905,W
20690,2011,THONDAMUTHUR,KANNAMMAL,N,LSP,F,932,213185,160248,160085,0.7516851560850905,N
20691,2011,THONDAMUTHUR,6 RAMASAMY K,N,IND,M,907,213185,160248,160085,0.7516851560850905,W
20692,2011,THONDAMUTHUR,7 KANDASAMY K,N,IND,M,447,213185,160248,160085,0.7516851560850905,W
20693,2011,THONDAMUTHUR,8MUTHUSELVAM C,N,IJK,M,432,213185,160248,160085,0.7516851560850905,W
20694,2011,THONDAMUTHUR,9 PALANISAMY S,N,UMK,M,390,213185,160248,160085,0.7516851560850905,W
20695,2011,THONDAMUTHUR,10  KANDASAMY A,N,IND,M,308,213185,160248,160085,0.7516851560850905,W
20696,2011,COIMBATORE (SOUTH),DORAISWAMY R  ALIAS,W,ADMK,M,80637,200261,143369,143294,0.715910736488882,W
20696,2011,COIMBATORE (SOUTH),DORAISWAMY R  ALIAS,W,ADMK,M,80637,200261,143369,143294,0.715910736488882,W
20697,2011,COIMBATORE (SOUTH),2 PONGALUR PALANISAMY N,N,DMK,M,52841,200261,143369,143294,0.715910736488882,W
20698,2011,COIMBATORE (SOUTH),3 NANDHA KUMAR C R,N,BJP,M,5177,200261,143369,143294,0.715910736488882,W
20699,2011,COIMBATORE (SOUTH),4 VIJAY ANANDM,N,LSP,M,1765,200261,143369,143294,0.715910736488882,W
20699,2011,COIMBATORE (SOUTH),4 VIJAY ANANDM,N,LSP,M,1765,200261,143369,143294,0.715910736488882,N
20700,2011,COIMBATORE (SOUTH),5 ESWARAN G R,N,IJK,M,573,200261,143369,143294,0.715910736488882,W
20701,2011,COIMBATORE (SOUTH),6MOHAMED ANEESM L,N,IND,M,384,200261,143369,143294,0.715910736488882,W
20702,2011,COIMBATORE (SOUTH),7 GOVINDARAJ B,N,BSP,M,333,200261,143369,143294,0.715910736488882,W
20703,2011,COIMBATORE (SOUTH),8 SARAVANAN N,N,IND,M,324,200261,143369,143294,0.715910736488882,W
